Time(s),Ch1(A),Ch2(V),Ch3(V)
2.000000000000000389e-02,-9.489113000000000131e-01,0.000000000000000000e+00,3.754629999999999686e-03
2.019999999999999574e-02,-9.284312000000000120e-01,-6.826699999999999782e-03,-1.160521999999999943e-02
2.040000000000000147e-02,-9.352578999999999754e-01,0.000000000000000000e+00,3.413299999999999863e-04
2.059999999999999332e-02,-9.147777999999999743e-01,-1.365339999999999956e-02,-1.058122999999999876e-02
2.079999999999999905e-02,-9.147777999999999743e-01,-6.826699999999999782e-03,-1.023990000000000013e-03
2.100000000000000477e-02,-8.942976999999999732e-01,-1.365339999999999956e-02,-1.433585999999999888e-02
2.119999999999999662e-02,-9.011243999999999366e-01,-1.365339999999999956e-02,-1.399452999999999982e-02
2.140000000000000235e-02,-8.806442999999999355e-01,-6.826699999999999782e-03,1.365319999999999945e-03
2.159999999999999420e-02,-8.806442999999999355e-01,0.000000000000000000e+00,3.754629999999999686e-03
2.179999999999999993e-02,-8.669909000000000088e-01,-1.365339999999999956e-02,-1.672517000000000101e-02
2.200000000000000566e-02,-8.669909000000000088e-01,-6.826699999999999782e-03,-3.754629999999999686e-03
2.219999999999999751e-02,-8.465108000000000077e-01,-2.048010000000000108e-02,-2.013846999999999859e-02
2.240000000000000324e-02,-8.465108000000000077e-01,-6.826699999999999782e-03,-5.119949999999999848e-03
2.259999999999999509e-02,-8.328573999999999700e-01,-2.048010000000000108e-02,-2.047979999999999939e-02
2.280000000000000082e-02,-8.328573999999999700e-01,-6.826699999999999782e-03,-2.116245999999999752e-02
2.300000000000000655e-02,-8.123772999999999689e-01,-2.048010000000000108e-02,-2.389309999999999958e-03
2.319999999999999840e-02,-8.192039999999999322e-01,-1.365339999999999956e-02,-2.218644999999999992e-02
2.340000000000000413e-02,-7.987238999999999312e-01,-6.826699999999999782e-03,-4.095960000000000052e-03
2.359999999999999598e-02,-7.987238999999999312e-01,-2.048010000000000108e-02,-1.433585999999999888e-02
2.380000000000000171e-02,-7.850705000000000044e-01,-6.826699999999999782e-03,-4.095960000000000052e-03
2.399999999999999356e-02,-7.850705000000000044e-01,-1.365339999999999956e-02,-1.365319999999999902e-02
2.419999999999999929e-02,-7.645904000000000034e-01,-6.826699999999999782e-03,-3.413299999999999863e-04
2.440000000000000502e-02,-7.645904000000000034e-01,-1.365339999999999956e-02,-1.570117999999999861e-02
2.459999999999999687e-02,-7.509369999999999656e-01,-6.826699999999999782e-03,-3.071969999999999822e-03
2.480000000000000260e-02,-7.509369999999999656e-01,-1.365339999999999956e-02,-1.297053999999999915e-02
2.499999999999999445e-02,-7.372835999999999279e-01,-6.826699999999999782e-03,-3.071969999999999822e-03
2.520000000000000018e-02,-7.372835999999999279e-01,-1.365339999999999956e-02,-1.501851999999999875e-02
