Time(s),Ch1(V),Ch2(A)
1.100000000000003753e-03,3.413299999999999668e-02,-2.047979999999999801e-01
1.119999999999995999e-03,3.413299999999999668e-02,-1.706649999999999834e-01
1.140000000000002123e-03,3.413299999999999668e-02,-1.706649999999999834e-01
1.160000000000008247e-03,3.413299999999999668e-02,-1.706649999999999834e-01
1.180000000000000493e-03,3.413299999999999668e-02,-1.706649999999999834e-01
1.200000000000006617e-03,3.413299999999999668e-02,-1.706649999999999834e-01
1.219999999999998863e-03,3.413299999999999668e-02,-1.706649999999999834e-01
1.240000000000004987e-03,3.413299999999999668e-02,-1.365319999999999867e-01
1.259999999999997233e-03,3.413299999999999668e-02,-1.365319999999999867e-01
1.280000000000003357e-03,3.413299999999999668e-02,-1.365319999999999867e-01
1.300000000000009481e-03,3.413299999999999668e-02,-1.365319999999999867e-01
1.320000000000001728e-03,3.413299999999999668e-02,-1.365319999999999867e-01
1.340000000000007851e-03,6.826599999999999335e-02,-1.365319999999999867e-01
1.360000000000000098e-03,3.413299999999999668e-02,-1.365319999999999867e-01
1.380000000000006222e-03,3.413299999999999668e-02,-1.365319999999999867e-01
1.399999999999998468e-03,3.413299999999999668e-02,-1.365319999999999867e-01
1.420000000000004592e-03,3.413299999999999668e-02,-1.023989999999999900e-01
1.439999999999996838e-03,6.826599999999999335e-02,-1.023989999999999900e-01
1.460000000000002962e-03,6.826599999999999335e-02,-1.023989999999999900e-01
1.480000000000009086e-03,3.413299999999999668e-02,-1.023989999999999900e-01
1.500000000000001332e-03,3.413299999999999668e-02,-6.826599999999999335e-02
1.520000000000007456e-03,3.413299999999999668e-02,-1.023989999999999900e-01
1.539999999999999702e-03,3.413299999999999668e-02,-1.023989999999999900e-01
1.560000000000005826e-03,3.413299999999999668e-02,-6.826599999999999335e-02
1.579999999999998073e-03,3.413299999999999668e-02,-6.826599999999999335e-02
1.600000000000004197e-03,3.413299999999999668e-02,-6.826599999999999335e-02
1.619999999999996443e-03,3.413299999999999668e-02,-3.413299999999999668e-02
1.640000000000002567e-03,3.413299999999999668e-02,-6.826599999999999335e-02
1.660000000000008691e-03,3.413299999999999668e-02,-3.413299999999999668e-02
1.680000000000000937e-03,3.413299999999999668e-02,-3.413299999999999668e-02
1.700000000000007061e-03,3.413299999999999668e-02,-3.413299999999999668e-02
1.719999999999999307e-03,3.413299999999999668e-02,-6.826599999999999335e-02
1.740000000000005431e-03,3.413299999999999668e-02,-3.413299999999999668e-02
1.759999999999997677e-03,3.413299999999999668e-02,0.000000000000000000e+00
1.780000000000003801e-03,3.413299999999999668e-02,0.000000000000000000e+00
1.799999999999996048e-03,6.826599999999999335e-02,0.000000000000000000e+00
1.820000000000002172e-03,3.413299999999999668e-02,0.000000000000000000e+00
1.840000000000008296e-03,3.413299999999999668e-02,0.000000000000000000e+00
1.860000000000000542e-03,3.413299999999999668e-02,0.000000000000000000e+00
1.880000000000006666e-03,3.413299999999999668e-02,0.000000000000000000e+00
1.899999999999998912e-03,3.413299999999999668e-02,3.413299999999999668e-02
1.920000000000005036e-03,6.826599999999999335e-02,3.413299999999999668e-02
1.939999999999997282e-03,3.413299999999999668e-02,3.413299999999999668e-02
